Year,College,Deg ID,Ethnicity,Gender,Maj 1,Maj 2,Maj 3,Major Name ,Number of Records
2011,Agri Sci & Natl Res,B1AB,UNK,M,ABUS,,,AGRIBUSINESS,1
2011,Agri Sci & Natl Res,B1AB,WH,F,ABUS,,,AGRIBUSINESS,6
2011,Agri Sci & Natl Res,B1AB,WH,M,ABUS,,,AGRIBUSINESS,17
2011,Agri Sci & Natl Res,B1AE,UNK,M,AECN,,,AGRICULTURAL ECONOMICS,2
2011,Agri Sci & Natl Res,B1AE,WH,F,AECN,,,AGRICULTURAL ECONOMICS,8
2011,Agri Sci & Natl Res,B1AE,WH,M,AECN,,,AGRICULTURAL ECONOMICS,32
2011,Agri Sci & Natl Res,B1ED,HISP,M,AEDU,,,AGRICULTURAL EDUCATION,1
2011,Agri Sci & Natl Res,B1ED,UNK,M,AEDU,,,AGRICULTURAL EDUCATION,1
2011,Agri Sci & Natl Res,B1ED,WH,F,AEDU,,,AGRICULTURAL EDUCATION,9
2011,Agri Sci & Natl Res,B1ED,WH,M,AEDU,,,AGRICULTURAL EDUCATION,8
2011,Agri Sci & Natl Res,B1AJ,WH,F,AJRN,,,AGRICULTURAL JOURNALISM,5
2011,Agri Sci & Natl Res,B1AG,WH,F,AGRO,,,AGRONOMY,3
2011,Agri Sci & Natl Res,B1AG,WH,M,AGRO,,,AGRONOMY,13
2011,Agri Sci & Natl Res,B1AS,AI/AN,M,ASCI,,,ANIMAL SCIENCE,1
2011,Agri Sci & Natl Res,B1AS,BLK,F,ASCI,,,ANIMAL SCIENCE,1
2011,Agri Sci & Natl Res,B1AS,HISP,F,ASCI,,,ANIMAL SCIENCE,1
2011,Agri Sci & Natl Res,B1AS,UNK,F,ASCI,,,ANIMAL SCIENCE,1
2011,Agri Sci & Natl Res,B1AS,WH,F,ASCI,,,ANIMAL SCIENCE,37
2011,Agri Sci & Natl Res,B1AS,WH,M,ASCI,,,ANIMAL SCIENCE,13
2011,Agri Sci & Natl Res,B1AP,WH,F,APSC,,,APPLIED SCIENCE,1
2011,Agri Sci & Natl Res,B1AP,WH,M,APSC,,,APPLIED SCIENCE,3
2011,Agri Sci & Natl Res,B1BC,ASI,M,BIOC,,,BIOCHEMISTRY,1
2011,Agri Sci & Natl Res,B1BC,2+,M,BIOC,,,BIOCHEMISTRY,1
2011,Agri Sci & Natl Res,B1BC,WH,F,BIOC,,,BIOCHEMISTRY,5
2011,Agri Sci & Natl Res,B1BC,WH,M,BIOC,,,BIOCHEMISTRY,14
2011,Agri Sci & Natl Res,B1DA,WH,M,DVAG,,,DIVERSIFIED AGRICULTURAL STDS,5
2011,Agri Sci & Natl Res,B1ER,WH,F,ENRS,,,ENVIRONMENTAL RESTORATION SCI,1
2011,Agri Sci & Natl Res,B1ER,WH,M,ENRS,,,ENVIRONMENTAL RESTORATION SCI,4
2011,Agri Sci & Natl Res,B1ES,AI/AN,M,ENVR,,,ENVIRONMENTAL STUDIES,1
2011,Agri Sci & Natl Res,B1ES,HISP,F,ENVR,,,ENVIRONMENTAL STUDIES,1
2011,Agri Sci & Natl Res,B1ES,UNK,M,ENVR,,,ENVIRONMENTAL STUDIES,2
2011,Agri Sci & Natl Res,B1ES,WH,F,ENVR,,,ENVIRONMENTAL STUDIES,11
2011,Agri Sci & Natl Res,B1ES,WH,M,ENVR,,,ENVIRONMENTAL STUDIES,7
2011,Agri Sci & Natl Res,B1FW,2+,M,FWL,,,FISHERIES AND WILDLIFE,2
2011,Agri Sci & Natl Res,B1FW,UNK,F,FWL,,,FISHERIES AND WILDLIFE,1
2011,Agri Sci & Natl Res,B1FW,UNK,M,FWL,,,FISHERIES AND WILDLIFE,1
2011,Agri Sci & Natl Res,B1FW,WH,F,FWL,,,FISHERIES AND WILDLIFE,17
2011,Agri Sci & Natl Res,B1FW,WH,M,FWL,,,FISHERIES AND WILDLIFE,23
2011,Agri Sci & Natl Res,B1FS,ASI,M,FDST,,,FOOD SCIENCE AND TECHNOLOGY,2
2011,Agri Sci & Natl Res,B1FS,NRA,M,FDST,,,FOOD SCIENCE AND TECHNOLOGY,1
2011,Agri Sci & Natl Res,B1FS,WH,F,FDST,,,FOOD SCIENCE AND TECHNOLOGY,8
2011,Agri Sci & Natl Res,B1FS,WH,M,FDST,,,FOOD SCIENCE AND TECHNOLOGY,5
2011,Agri Sci & Natl Res,B1FC,WH,M,FTCA,,,FOOD TECH FOR COMPANION ANIMAL,1
2011,Agri Sci & Natl Res,B1FO,ASI,M,FORS,,,FORENSIC SCIENCE,1
2011,Agri Sci & Natl Res,B1FO,HISP,F,FORS,,,FORENSIC SCIENCE,1
2011,Agri Sci & Natl Res,B1FO,WH,F,FORS,,,FORENSIC SCIENCE,12
2011,Agri Sci & Natl Res,B1FO,WH,M,FORS,,,FORENSIC SCIENCE,6
2011,Agri Sci & Natl Res,B1GE,WH,M,GECM,,,GRASSLAND ECOLOGY & MANAGEMENT,2
2011,Agri Sci & Natl Res,B1GL,WH,M,GRLS,,,GRAZING LIVESTOCK SYSTEMS,1
2011,Agri Sci & Natl Res,B1HO,UNK,M,HORT,,,HORTICULTURE,1
2011,Agri Sci & Natl Res,B1HO,WH,F,HORT,,,HORTICULTURE,9
2011,Agri Sci & Natl Res,B1HO,WH,M,HORT,,,HORTICULTURE,11
2011,Agri Sci & Natl Res,B1HR,ASI,F,HRTA,,,HRTM-(ECOTOURISM/PARKS &RECREATION OPTIONS ONLY),1
2011,Agri Sci & Natl Res,B1HR,WH,F,HRTA,,,HRTM-(ECOTOURISM/PARKS &RECREATION OPTIONS ONLY),5
2011,Agri Sci & Natl Res,B1HR,WH,M,HRTA,,,HRTM-(ECOTOURISM/PARKS &RECREATION OPTIONS ONLY),2
2011,Agri Sci & Natl Res,B1IS,UNK,F,INSC,,,INSECT SCIENCE,1
2011,Agri Sci & Natl Res,B1IS,WH,F,INSC,,,INSECT SCIENCE,1
2011,Agri Sci & Natl Res,B1IS,WH,M,INSC,,,INSECT SCIENCE,1
2011,Agri Sci & Natl Res,B1MS,WH,M,MSYM,,,MECHANIZED SYSTEMS MANAGEMENT,19
2011,Agri Sci & Natl Res,B1NE,UNK,F,NREE,,,NATURAL RES & ENVIRON ECONOMIC,1
2011,Agri Sci & Natl Res,B1NE,UNK,M,NREE,,,NATURAL RES & ENVIRON ECONOMIC,1
2011,Agri Sci & Natl Res,B1NE,WH,M,NREE,,,NATURAL RES & ENVIRON ECONOMIC,3
2011,Agri Sci & Natl Res,B1PM,UNK,M,PGAM,,,PGA GOLF MANAGEMENT,1
2011,Agri Sci & Natl Res,B1PM,WH,M,PGAM,,,PGA GOLF MANAGEMENT,29
2011,Agri Sci & Natl Res,B1PB,WH,F,PBIO,,,PLANT BIOLOGY,1
2011,Agri Sci & Natl Res,B1PB,WH,M,PBIO,,,PLANT BIOLOGY,1
2011,Agri Sci & Natl Res,B1TL,WH,M,TLMT,,,TURFGRASS AND LANDSCAPE MNGT,4
2011,Agri Sci & Natl Res,B1VS,HISP,F,VBMS,,,VETERINARY SCIENCE,2
2011,Agri Sci & Natl Res,B1VS,WH,F,VBMS,,,VETERINARY SCIENCE,6
2011,Agri Sci & Natl Res,B1VS,WH,M,VBMS,,,VETERINARY SCIENCE,3
2011,Agri Sci & Natl Res,B1WS,2+,M,WATR,,,WATER SCIENCE,1
2011,Agri Sci & Natl Res,B1WS,WH,M,WATR,,,WATER SCIENCE,2
