Year,College,Deg ID,Ethnicity,Gender,Maj 1,Maj 2,Maj 3,Major Name ,Number of Records
1997,Agri Sci & Natl Res,BSAS,WH,M,AGRI,,,* GENERAL AGRICULTURE,6
1997,Agri Sci & Natl Res,BSAS,UNK,F,ABUS,,,AGRIBUSINESS,1
1997,Agri Sci & Natl Res,BSAS,UNK,M,ABUS,,,AGRIBUSINESS,2
1997,Agri Sci & Natl Res,BSAS,WH,F,ABUS,,,AGRIBUSINESS,8
1997,Agri Sci & Natl Res,BSAS,WH,M,ABUS,,,AGRIBUSINESS,35
1997,Agri Sci & Natl Res,BSAS,WH,F,ABUS,AECN,,AGRIBUSINESS,1
1997,Agri Sci & Natl Res,BSAS,WH,F,ABUS,AGRO,,AGRIBUSINESS,1
1997,Agri Sci & Natl Res,BSAS,WH,F,ABUS,AJRN,,AGRIBUSINESS,1
1997,Agri Sci & Natl Res,BSAS,AI/AN,M,AECN,,,AGRICULTURAL ECONOMICS,1
1997,Agri Sci & Natl Res,BSAS,UNK,F,AECN,,,AGRICULTURAL ECONOMICS,1
1997,Agri Sci & Natl Res,BSAS,WH,F,AECN,,,AGRICULTURAL ECONOMICS,2
1997,Agri Sci & Natl Res,BSAS,WH,M,AECN,,,AGRICULTURAL ECONOMICS,13
1997,Agri Sci & Natl Res,BSAS,WH,F,AECN,ABUS,,AGRICULTURAL ECONOMICS,1
1997,Agri Sci & Natl Res,BSAS,WH,F,AECN,AGRO,,AGRICULTURAL ECONOMICS,1
1997,Agri Sci & Natl Res,BSAS,WH,M,AECN,ASCI,,AGRICULTURAL ECONOMICS,2
1997,Agri Sci & Natl Res,BSAS,WH,F,AEDU,,,AGRICULTURAL EDUCATION,1
1997,Agri Sci & Natl Res,BSAS,WH,M,AEDU,,,AGRICULTURAL EDUCATION,4
1997,Agri Sci & Natl Res,BSAS,WH,F,AJRN,ASCI,,AGRICULTURAL JOURNALISM,1
1997,Agri Sci & Natl Res,BSAS,UNK,F,AJRN,DVAG,,AGRICULTURAL JOURNALISM,1
