Year,Semester,College/Division,Department ,LEVEL,Level,SCH (w/ zeros)
2020,Spring,Agri Sci & Natl Resources,Statistics,Course Level,900,186
2020,Spring,Agri Sci & Natl Resources,School of Veterinary Medicine & Biomedical Science,Course Level,900,130
2020,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,900,181
2020,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,900,20
2020,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,900,272
2020,Spring,Agri Sci & Natl Resources,Entomology,Course Level,900,77
2020,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,900,0
2020,Spring,Agri Sci & Natl Resources,CASNR - Dean's Office,Course Level,900,0
2020,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,900,208
2020,Spring,Agri Sci & Natl Resources,Biochemistry,Course Level,900,193
2020,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,900,275
2020,Spring,Agri Sci & Natl Resources,Agronomy & Horticulture,Course Level,900,361
2020,Spring,Agri Sci & Natl Resources,"Agricultural Leadership, Education & Communication",Course Level,900,53
2020,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,900,87
2020,Spring,Agri Sci & Natl Resources,Statistics,Course Level,800,564
2020,Spring,Agri Sci & Natl Resources,School of Veterinary Medicine & Biomedical Science,Course Level,800,3
2020,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,800,395
2020,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,800,102
2020,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,800,174
2020,Spring,Agri Sci & Natl Resources,Entomology,Course Level,800,481
2020,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,800,0
2020,Spring,Agri Sci & Natl Resources,CASNR - Dean's Office,Course Level,800,121
2020,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,800,165
2020,Spring,Agri Sci & Natl Resources,Biochemistry,Course Level,800,86
2020,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,800,262
2020,Spring,Agri Sci & Natl Resources,Agronomy & Horticulture,Course Level,800,533
2020,Spring,Agri Sci & Natl Resources,"Agricultural Leadership, Education & Communication",Course Level,800,199
2020,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,800,166
2020,Spring,Agri Sci & Natl Resources,Statistics,Course Level,700,0
2020,Spring,Agri Sci & Natl Resources,School of Veterinary Medicine & Biomedical Science,Course Level,700,0
2020,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,700,0
2020,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,700,0
2020,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,700,0
2020,Spring,Agri Sci & Natl Resources,Entomology,Course Level,700,0
2020,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,700,0
2020,Spring,Agri Sci & Natl Resources,CASNR - Dean's Office,Course Level,700,0
2020,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,700,0
2020,Spring,Agri Sci & Natl Resources,Biochemistry,Course Level,700,0
2020,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,700,0
2020,Spring,Agri Sci & Natl Resources,Agronomy & Horticulture,Course Level,700,0
2020,Spring,Agri Sci & Natl Resources,"Agricultural Leadership, Education & Communication",Course Level,700,0
2020,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,700,0
2020,Spring,Agri Sci & Natl Resources,Statistics,Course Level,600,0
2020,Spring,Agri Sci & Natl Resources,School of Veterinary Medicine & Biomedical Science,Course Level,600,691
2020,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,600,0
2020,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,600,0
2020,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,600,0
2020,Spring,Agri Sci & Natl Resources,Entomology,Course Level,600,0
2020,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,600,0
2020,Spring,Agri Sci & Natl Resources,CASNR - Dean's Office,Course Level,600,1
2020,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,600,0
2020,Spring,Agri Sci & Natl Resources,Biochemistry,Course Level,600,0
2020,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,600,0
2020,Spring,Agri Sci & Natl Resources,Agronomy & Horticulture,Course Level,600,0
2020,Spring,Agri Sci & Natl Resources,"Agricultural Leadership, Education & Communication",Course Level,600,0
2020,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,600,0
2020,Spring,Agri Sci & Natl Resources,Statistics,Course Level,500,0
2020,Spring,Agri Sci & Natl Resources,School of Veterinary Medicine & Biomedical Science,Course Level,500,454
2020,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,500,0
2020,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,500,0
2020,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,500,0
2020,Spring,Agri Sci & Natl Resources,Entomology,Course Level,500,0
2020,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,500,0
2020,Spring,Agri Sci & Natl Resources,CASNR - Dean's Office,Course Level,500,0
2020,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,500,0
2020,Spring,Agri Sci & Natl Resources,Biochemistry,Course Level,500,0
2020,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,500,0
2020,Spring,Agri Sci & Natl Resources,Agronomy & Horticulture,Course Level,500,0
2020,Spring,Agri Sci & Natl Resources,"Agricultural Leadership, Education & Communication",Course Level,500,0
2020,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,500,0
2020,Spring,Agri Sci & Natl Resources,Statistics,Course Level,400,403
2020,Spring,Agri Sci & Natl Resources,School of Veterinary Medicine & Biomedical Science,Course Level,400,170
2020,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,400,860
2020,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,400,50
2020,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,400,821
2020,Spring,Agri Sci & Natl Resources,Entomology,Course Level,400,89
2020,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,400,90
2020,Spring,Agri Sci & Natl Resources,CASNR - Dean's Office,Course Level,400,480
2020,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,400,496
2020,Spring,Agri Sci & Natl Resources,Biochemistry,Course Level,400,1424
2020,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,400,445
2020,Spring,Agri Sci & Natl Resources,Agronomy & Horticulture,Course Level,400,905
2020,Spring,Agri Sci & Natl Resources,"Agricultural Leadership, Education & Communication",Course Level,400,974
2020,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,400,760
2020,Spring,Agri Sci & Natl Resources,Statistics,Course Level,300,831
2020,Spring,Agri Sci & Natl Resources,School of Veterinary Medicine & Biomedical Science,Course Level,300,214
2020,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,300,1082
2020,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,300,0
2020,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,300,125
2020,Spring,Agri Sci & Natl Resources,Entomology,Course Level,300,88
2020,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,300,30
2020,Spring,Agri Sci & Natl Resources,CASNR - Dean's Office,Course Level,300,257
2020,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,300,565
2020,Spring,Agri Sci & Natl Resources,Biochemistry,Course Level,300,88
2020,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,300,692
2020,Spring,Agri Sci & Natl Resources,Agronomy & Horticulture,Course Level,300,707
2020,Spring,Agri Sci & Natl Resources,"Agricultural Leadership, Education & Communication",Course Level,300,615
2020,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,300,403
2020,Spring,Agri Sci & Natl Resources,Statistics,Course Level,200,1656
2020,Spring,Agri Sci & Natl Resources,School of Veterinary Medicine & Biomedical Science,Course Level,200,0
2020,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,200,502
2020,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,200,0
2020,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,200,27
2020,Spring,Agri Sci & Natl Resources,Entomology,Course Level,200,0
2020,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,200,135
