Year,Semester,College/Division,Department ,LEVEL,Level,SCH (w/ zeros)
2015,Fall,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,900,119
2015,Fall,Agri Sci & Natl Resources,Statistics,Course Level,900,166
2015,Fall,Agri Sci & Natl Resources,School of Natural Resources,Course Level,900,178
2015,Fall,Agri Sci & Natl Resources,Plant Pathology,Course Level,900,6
2015,Fall,Agri Sci & Natl Resources,Horticulture,Course Level,900,0
2015,Fall,Agri Sci & Natl Resources,Food Science & Technology,Course Level,900,199.9999999
2015,Fall,Agri Sci & Natl Resources,Entomology,Course Level,900,113
2015,Fall,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,900,0
2015,Fall,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,900,49
2015,Fall,Agri Sci & Natl Resources,Animal Science,Course Level,900,119
2015,Fall,Agri Sci & Natl Resources,Agricultural Economics,Course Level,900,63.99999998
2015,Fall,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,900,38
2015,Fall,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,900,0
2015,Fall,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,800,1
2015,Fall,Agri Sci & Natl Resources,Statistics,Course Level,800,707
2015,Fall,Agri Sci & Natl Resources,School of Natural Resources,Course Level,800,477
2015,Fall,Agri Sci & Natl Resources,Plant Pathology,Course Level,800,60
2015,Fall,Agri Sci & Natl Resources,Horticulture,Course Level,800,0
2015,Fall,Agri Sci & Natl Resources,Food Science & Technology,Course Level,800,266.9999958
2015,Fall,Agri Sci & Natl Resources,Entomology,Course Level,800,405
2015,Fall,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,800,0
2015,Fall,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,800,130
2015,Fall,Agri Sci & Natl Resources,Animal Science,Course Level,800,310.9999999
2015,Fall,Agri Sci & Natl Resources,Agricultural Economics,Course Level,800,191
2015,Fall,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,800,203
2015,Fall,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,800,46
2015,Fall,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,700,0
2015,Fall,Agri Sci & Natl Resources,Statistics,Course Level,700,0
2015,Fall,Agri Sci & Natl Resources,School of Natural Resources,Course Level,700,0
2015,Fall,Agri Sci & Natl Resources,Plant Pathology,Course Level,700,0
2015,Fall,Agri Sci & Natl Resources,Horticulture,Course Level,700,0
2015,Fall,Agri Sci & Natl Resources,Food Science & Technology,Course Level,700,0
2015,Fall,Agri Sci & Natl Resources,Entomology,Course Level,700,0
2015,Fall,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,700,0
2015,Fall,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,700,0
2015,Fall,Agri Sci & Natl Resources,Animal Science,Course Level,700,0
2015,Fall,Agri Sci & Natl Resources,Agricultural Economics,Course Level,700,0
2015,Fall,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,700,0
2015,Fall,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,700,0
2015,Fall,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,600,780
2015,Fall,Agri Sci & Natl Resources,Statistics,Course Level,600,0
2015,Fall,Agri Sci & Natl Resources,School of Natural Resources,Course Level,600,0
2015,Fall,Agri Sci & Natl Resources,Plant Pathology,Course Level,600,0
2015,Fall,Agri Sci & Natl Resources,Horticulture,Course Level,600,0
2015,Fall,Agri Sci & Natl Resources,Food Science & Technology,Course Level,600,0
2015,Fall,Agri Sci & Natl Resources,Entomology,Course Level,600,0
2015,Fall,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,600,0
2015,Fall,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,600,0
2015,Fall,Agri Sci & Natl Resources,Animal Science,Course Level,600,0
2015,Fall,Agri Sci & Natl Resources,Agricultural Economics,Course Level,600,0
2015,Fall,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,600,0
2015,Fall,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,600,4
2015,Fall,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,500,339
2015,Fall,Agri Sci & Natl Resources,Statistics,Course Level,500,0
2015,Fall,Agri Sci & Natl Resources,School of Natural Resources,Course Level,500,0
2015,Fall,Agri Sci & Natl Resources,Plant Pathology,Course Level,500,0
2015,Fall,Agri Sci & Natl Resources,Horticulture,Course Level,500,0
2015,Fall,Agri Sci & Natl Resources,Food Science & Technology,Course Level,500,0
2015,Fall,Agri Sci & Natl Resources,Entomology,Course Level,500,0
2015,Fall,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,500,0
2015,Fall,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,500,0
2015,Fall,Agri Sci & Natl Resources,Animal Science,Course Level,500,0
2015,Fall,Agri Sci & Natl Resources,Agricultural Economics,Course Level,500,0
2015,Fall,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,500,0
2015,Fall,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,500,0
2015,Fall,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,400,102
2015,Fall,Agri Sci & Natl Resources,Statistics,Course Level,400,469
2015,Fall,Agri Sci & Natl Resources,School of Natural Resources,Course Level,400,647
2015,Fall,Agri Sci & Natl Resources,Plant Pathology,Course Level,400,5
2015,Fall,Agri Sci & Natl Resources,Horticulture,Course Level,400,0
2015,Fall,Agri Sci & Natl Resources,Food Science & Technology,Course Level,400,323.99999
